user_id,post_id,created_at,tags,group_id
569,111,2020-08-15 22:43:13,[2969],[455]
318,112,2020-08-15 23:31:43,[],[65]
252,113,2020-08-16 15:03:37,"[4522, 2805]",[]
252,114,2020-08-16 15:30:23,[2805],[]
227,115,2020-08-16 15:53:43,"[2422, 2427]",[]
188,116,2020-08-16 17:41:16,[850],[329]
383,117,2020-08-16 18:17:46,[],[360]
437,118,2020-08-16 19:23:30,[],[]
557,119,2020-08-16 19:34:51,[],[202]
571,120,2020-08-16 20:31:15,[],[137]
383,121,2020-08-16 20:51:48,[],[]
342,122,2020-08-18 18:40:33,[],[]
569,123,2020-08-19 12:07:08,[2969],[]
252,124,2020-08-19 15:35:27,"[4522, 2805]",[293]
427,125,2020-08-20 20:55:02,[],[131]
473,126,2020-08-21 15:10:22,[],[]
365,127,2020-08-21 15:27:05,"[2198, 2353]",[]
342,128,2020-08-21 16:25:48,[],[]
569,129,2020-08-21 20:31:43,[],[]
332,130,2020-08-21 22:44:17,[],[]
417,131,2020-08-22 14:13:20,[],[]
582,132,2020-08-22 15:13:47,[],[]
569,133,2020-08-22 18:14:31,[],[454]
186,134,2020-08-22 19:34:22,[],[]
562,135,2020-08-22 21:45:20,[],[470]
708,136,2020-08-23 16:16:27,"[5823, 4111, 3684]",[]
358,137,2020-08-23 17:11:18,[4935],[]
670,138,2020-08-23 17:56:27,[2009],[411]
502,139,2020-08-23 19:09:39,[],[35]
571,140,2020-08-24 14:59:55,[],[]
44,141,2020-08-24 17:23:12,[],[]
152,142,2020-08-24 19:56:30,[],[]
32,143,2020-08-24 21:12:45,[],[]
666,144,2020-08-25 16:22:49,[],[]
252,145,2020-08-25 17:21:46,"[2805, 4522]",[]
32,146,2020-08-25 18:43:11,[],[]
335,147,2020-08-25 19:07:01,[],[131]
666,148,2020-08-25 21:51:02,[4542],[202]
186,149,2020-08-26 16:34:34,[],[]
708,150,2020-08-27 13:37:19,"[621, 3684]",[]
371,151,2020-08-27 15:33:51,[2203],[]
221,152,2020-08-27 16:53:22,[],[]
699,153,2020-08-27 18:28:40,[859],[]
341,154,2020-08-27 19:21:21,[],[]
233,155,2020-08-28 16:00:15,[],[]
368,156,2020-08-28 17:02:59,[],[]
538,157,2020-08-28 17:58:09,[],[]
32,158,2020-08-28 19:22:18,[],[]
571,159,2020-08-28 19:54:55,[],[]
353,160,2020-08-28 20:12:43,[],[]
666,161,2020-08-29 14:32:14,[],[]
437,162,2020-08-29 15:26:53,[],[]
708,163,2020-08-29 15:29:34,"[5823, 4011, 4111]",[]
721,164,2020-08-29 16:35:41,[],[]
125,165,2020-08-29 16:48:18,[4060],[]
701,166,2020-08-29 19:09:49,[],[]
550,167,2020-08-29 19:48:28,[282],[]
114,168,2020-08-29 21:12:11,[],[]
666,169,2020-08-29 22:53:35,[3311],[202]
666,170,2020-08-30 16:12:45,[],[]
211,171,2020-08-30 16:29:16,[],[]
227,172,2020-08-30 17:45:15,[2422],[]
708,173,2020-08-30 19:11:21,"[621, 4111, 4011, 3684]",[439]
558,174,2020-08-31 16:56:12,[],[]
666,175,2020-08-31 19:33:22,[],[]
596,176,2020-08-31 19:39:42,[],[]
78,177,2020-09-01 19:54:12,[],[]
329,178,2020-09-01 21:58:58,[],[]
227,179,2020-09-04 17:41:39,"[2422, 2427]",[95]
621,180,2020-09-04 18:59:29,"[4590, 3234]",[]
342,181,2020-09-05 19:57:06,[],[34]
188,182,2020-09-05 20:10:24,[],[]
608,183,2020-09-06 15:45:44,[],[360]
562,184,2020-09-06 17:13:39,[],[]
408,185,2020-09-06 21:20:18,[],[]
332,186,2020-09-07 16:32:12,[],[]
594,187,2020-09-07 19:16:34,[],[]
246,188,2020-09-09 16:52:55,[],[]
569,189,2020-09-09 17:07:30,[2969],[]
596,190,2020-09-09 18:34:47,[],[]
211,191,2020-09-10 17:48:49,[],[]
806,192,2020-09-10 18:08:10,"[1067, 3573, 1569]",[]
318,193,2020-09-11 14:46:27,[],[65]
350,194,2020-09-11 18:13:43,"[1290, 2615]",[]
383,195,2020-09-11 23:20:55,[],[]
149,196,2020-09-12 12:46:41,[],[410]
383,197,2020-09-12 13:20:43,[],[]
677,198,2020-09-12 17:59:35,"[1164, 2422]",[85]
358,199,2020-09-12 20:44:13,[4935],[]
806,200,2020-09-12 21:47:41,"[1569, 1067]",[]
44,201,2020-09-13 21:02:19,[],[]
505,202,2020-09-14 18:30:51,[],[]
544,203,2020-09-14 18:50:14,[],[]
437,204,2020-09-14 19:31:37,[],[]
137,205,2020-09-16 18:08:16,[],[]
813,206,2020-09-16 21:35:06,[],[366]
806,207,2020-09-17 21:02:29,[],[401]
569,208,2020-09-18 16:12:13,[2969],[]
473,209,2020-09-18 16:19:59,[],[]
383,210,2020-09-18 17:16:31,[],[]
152,211,2020-09-18 20:32:02,[],[]
477,212,2020-09-19 16:02:19,[],[59]
383,213,2020-09-19 17:30:30,[],[177]
714,214,2020-09-19 19:23:47,[],[500]
44,215,2020-09-19 19:34:24,[],[]
699,216,2020-09-19 19:56:22,[],[175]
562,217,2020-09-19 20:59:28,[],[]
437,218,2020-09-20 12:54:46,[],[51]
698,219,2020-09-20 14:53:10,[728],[]
44,220,2020-09-20 15:23:24,[],[]
318,221,2020-09-20 15:43:21,[],[65]
526,222,2020-09-21 18:17:50,[4991],[152]
569,223,2020-09-21 18:44:19,[2969],[]
699,224,2020-09-21 20:31:34,[859],[]
186,225,2020-09-22 15:50:41,[],[]
583,226,2020-09-22 17:19:45,[],[]
569,227,2020-09-24 17:13:22,[],[7]
335,228,2020-09-24 17:32:38,[],[131]
699,229,2020-09-25 15:18:08,[],[]
569,230,2020-09-25 16:01:51,[],[]
614,231,2020-09-25 17:17:05,[],[]
876,232,2020-09-26 16:57:00,[2999],[]
832,233,2020-09-26 17:09:23,[],[]
569,234,2020-09-26 17:42:04,[],[]
227,235,2020-09-27 16:05:17,[],[]
9,236,2020-09-27 16:45:47,[],[]
465,237,2020-09-27 17:39:30,[],[]
332,238,2020-09-27 18:38:54,[],[]
631,239,2020-09-27 22:50:00,[],[167]
211,240,2020-09-28 14:25:30,[],[]
342,241,2020-09-28 15:15:45,[],[]
186,242,2020-09-29 15:20:11,[],[]
708,243,2020-09-30 16:44:00,"[4011, 3684, 621]",[328]
806,244,2020-09-30 17:29:22,"[1067, 3573, 1569]",[]
631,245,2020-09-30 21:14:50,[],[]
505,246,2020-10-02 17:13:50,[],[]
631,247,2020-10-02 19:29:25,[2606],[]
732,248,2020-10-03 16:15:08,[],[]
806,249,2020-10-03 16:18:07,[1569],[]
557,250,2020-10-03 17:17:24,[],[]
116,251,2020-10-04 21:00:19,[],[]
379,252,2020-10-07 16:04:26,[],[]
207,253,2020-10-07 16:44:51,[],[]
367,254,2020-10-08 13:37:04,[],[]
857,255,2020-10-08 17:23:12,[],[]
137,256,2020-10-08 21:04:15,[],[]
186,257,2020-10-09 16:07:20,[],[]
774,258,2020-10-09 21:10:07,[],[]
708,259,2020-10-10 15:22:30,[],[180]
557,260,2020-10-10 17:17:50,[],[]
436,261,2020-10-10 19:00:53,[],[394]
832,262,2020-10-10 19:32:24,[],[]
116,263,2020-10-10 19:33:16,[],[]
954,264,2020-10-11 14:56:22,[],[369]
134,265,2020-10-11 20:53:56,[2094],[]
75,266,2020-10-12 17:59:00,[165],[]
558,267,2020-10-13 17:23:13,[],[]
137,268,2020-10-17 15:13:14,[],[94]
44,269,2020-10-17 18:12:26,[],[]
926,270,2020-10-17 20:04:15,[1504],[]
460,271,2020-10-18 18:06:22,[],[]
715,272,2020-10-19 21:15:56,"[1044, 2184]",[]
981,273,2020-10-20 18:36:41,[],[84]
342,274,2020-10-20 19:54:57,[],[34]
569,275,2020-10-20 22:31:51,[],[]
188,276,2020-10-21 16:42:05,[],[329]
889,277,2020-10-21 19:32:13,[],[]
357,278,2020-10-21 20:22:33,[4871],[]
805,279,2020-10-23 19:19:49,[],[]
562,280,2020-10-24 13:09:50,[2136],[219]
152,281,2020-10-24 13:16:57,[],[]
383,282,2020-10-24 15:36:16,[],[]
571,283,2020-10-24 16:55:06,[],[1]
524,284,2020-10-24 18:20:03,[],[]
806,285,2020-10-24 18:36:31,"[1569, 3573]",[]
633,286,2020-10-24 19:15:42,[],[]
386,287,2020-10-24 19:54:24,[],[]
832,288,2020-10-24 21:02:08,[],[]
706,289,2020-10-25 17:32:18,[],[438]
597,290,2020-10-26 14:46:08,[],[]
383,291,2020-10-27 18:22:26,[],[]
774,292,2020-10-30 17:05:05,"[5895, 2588]",[]
583,293,2020-10-30 17:12:45,[],[]
524,294,2020-10-30 17:52:26,[],[]
530,295,2020-10-30 19:07:13,[],[]
832,296,2020-10-31 18:14:26,[],[419]
353,297,2020-11-01 14:52:40,[],[]
562,298,2020-11-04 16:49:28,[2136],[470]
569,299,2020-11-07 16:38:57,[2969],[]
520,300,2020-11-08 20:12:03,[184],[]
832,301,2020-11-09 17:46:50,[2244],[419]
760,302,2020-11-10 17:15:16,[],[]
596,303,2020-11-12 18:53:46,[],[]
342,304,2020-11-12 19:05:37,[],[]
65,305,2020-11-13 18:22:58,[],[]
1049,306,2020-11-14 18:18:27,[],[]
186,307,2020-11-15 18:44:09,[],[247]
660,308,2020-11-17 14:53:59,[],[181]
32,309,2020-11-18 17:27:58,[],[]
708,310,2020-11-20 17:07:12,"[4111, 621]",[340]
806,311,2020-11-20 21:32:01,[],[94]
1011,312,2020-11-21 17:38:18,[],[]
680,313,2020-11-22 18:52:50,[],[]
188,314,2020-11-22 20:31:04,[],[]
889,315,2020-11-24 12:06:46,[],[]
1028,316,2020-11-25 21:59:21,[515],[]
44,317,2020-11-26 15:31:45,[],[75]
1027,318,2020-11-29 17:32:21,[],[]
583,319,2020-11-30 19:11:34,[],[]
17,320,2020-12-01 17:35:04,[369],[]
1011,321,2020-12-02 15:11:49,"[5846, 3597]",[]
666,322,2020-12-09 17:45:28,[3311],[]
20,323,2020-12-19 18:24:08,[],[]
682,324,2020-12-26 19:46:51,[75],[]
1066,325,2021-01-14 19:59:33,[],[]
1027,326,2021-02-01 16:10:10,[],[]
406,327,2021-02-02 09:40:23,[],[]
832,328,2021-02-06 16:20:26,"[2244, 4370]",[]
473,329,2021-02-08 18:42:09,[],[120]
973,330,2021-02-11 18:25:46,[],[]
954,331,2021-02-17 21:04:12,[],[369]
615,332,2021-03-01 18:44:06,[66],[]
832,333,2021-03-01 22:26:48,"[4370, 2244]",[]
152,334,2021-03-02 15:47:03,[],[]
198,335,2021-03-02 19:18:41,[],[37]
698,336,2021-03-04 16:59:01,"[4196, 728]",[]
973,337,2021-03-05 15:31:10,[],[96]
383,338,2021-03-06 17:05:05,[],[]
367,339,2021-03-07 23:01:38,[4611],[]
732,340,2021-03-08 21:51:43,[],[]
295,341,2021-03-11 15:56:44,[],[468]
367,342,2021-03-14 18:45:39,[4611],[]
734,343,2021-03-19 14:21:40,[],[]
143,344,2021-03-19 16:45:56,[],[]
575,345,2021-03-20 15:43:10,"[3023, 3313]",[142]
708,346,2021-03-21 21:14:18,[4011],[]
342,347,2021-03-23 20:27:35,[],[]
394,348,2021-03-26 22:30:11,[],[]
666,349,2021-03-30 22:46:59,[4542],[180]
253,350,2021-04-01 16:02:58,[],[]
571,351,2021-04-01 18:43:37,[],[]
736,352,2021-04-02 19:21:49,[3821],[]
732,353,2021-04-02 19:37:12,[],[]
41,354,2021-04-03 13:10:17,[],[]
732,355,2021-04-03 14:24:08,[],[417]
315,356,2021-04-03 14:30:06,[],[]
569,357,2021-04-03 19:23:07,[],[]
186,358,2021-04-04 13:42:01,[],[57]
679,359,2021-04-04 15:41:06,[],[110]
473,360,2021-04-04 15:51:58,[],[]
437,361,2021-04-04 15:56:57,[],[]
530,362,2021-04-04 16:11:58,[],[317]
889,363,2021-04-04 16:14:40,[],[]
473,364,2021-04-04 18:00:05,[],[]
569,365,2021-04-05 19:15:34,[2969],[]
1107,366,2021-04-09 13:31:00,[4507],[]
855,367,2021-04-09 18:46:49,[],[]
889,368,2021-04-10 16:10:09,[],[155]
631,369,2021-04-10 17:03:57,[2606],[]
537,370,2021-04-10 19:30:35,[],[]
1196,371,2021-04-11 16:59:05,[],[]
965,372,2021-04-11 17:16:36,[],[]
954,373,2021-04-12 12:43:50,[],[369]
1193,374,2021-04-12 14:26:26,[4638],[]
901,375,2021-04-13 17:28:30,[],[]
520,376,2021-04-14 17:51:06,[184],[]
137,377,2021-04-15 16:22:34,[],[115]
804,378,2021-04-15 17:33:34,[],[]
323,379,2021-04-15 19:26:19,[1531],[]
933,380,2021-04-16 17:00:47,[],[]
708,381,2021-04-17 20:06:45,"[5823, 3684]",[177]
649,382,2021-04-18 23:17:31,[],[]
774,383,2021-04-19 15:16:11,"[2172, 5895, 2588]",[]
597,384,2021-04-20 19:23:05,[],[]
143,385,2021-04-21 19:11:55,"[1484, 2028]",[]
335,386,2021-04-21 19:16:17,[3625],[131]
367,387,2021-04-23 21:29:41,[4611],[]
682,388,2021-04-24 19:09:35,[],[]
857,389,2021-04-24 19:30:36,[],[]
649,390,2021-04-25 15:34:01,[],[]
911,391,2021-04-25 18:20:59,"[2933, 5540, 1568]",[359]
1212,392,2021-04-25 18:40:50,[],[]
318,393,2021-04-25 19:47:13,[],[]
17,394,2021-04-25 20:00:09,[],[]
699,395,2021-04-25 22:12:24,[],[]
569,396,2021-04-26 16:16:27,[2969],[]
699,397,2021-04-26 19:14:35,[859],[175]
1132,398,2021-04-27 17:12:08,[],[]
473,399,2021-04-27 20:52:42,[],[]
569,400,2021-04-28 14:08:24,[2969],[]
537,401,2021-04-30 18:29:00,[],[]
598,402,2021-05-01 12:06:39,[],[370]
889,403,2021-05-01 15:59:13,[],[]
701,404,2021-05-01 17:08:59,[929],[]
679,405,2021-05-01 18:01:14,[],[110]
868,406,2021-05-01 18:44:25,[],[]
137,407,2021-05-01 20:11:41,[],[]
832,408,2021-05-01 21:42:30,[4370],[419]
1194,409,2021-05-01 22:23:01,"[1674, 5993]",[]
145,410,2021-05-01 22:47:55,[],[]
1120,411,2021-05-02 15:51:16,[],[192]
1199,412,2021-05-02 20:35:01,[],[279]
876,413,2021-05-02 21:37:34,[],[]
1107,414,2021-05-03 15:21:02,[],[]
233,415,2021-05-03 16:21:39,[],[51]
973,416,2021-05-03 18:55:40,[],[]
537,417,2021-05-03 18:58:46,[],[]
954,418,2021-05-03 19:34:38,[],[]
973,419,2021-05-03 19:37:36,[],[]
186,420,2021-05-04 16:51:04,[],[400]
1131,421,2021-05-05 16:24:28,[],[]
394,422,2021-05-05 19:22:40,[],[382]
475,423,2021-05-06 14:30:56,[],[186]
889,424,2021-05-06 16:31:41,[],[116]
1015,425,2021-05-06 17:48:46,[],[273]
973,426,2021-05-06 22:47:59,[],[80]
44,427,2021-05-07 15:42:58,[],[]
583,428,2021-05-07 17:42:32,[],[]
575,429,2021-05-07 18:05:16,"[1227, 3507]",[]
332,430,2021-05-07 18:15:08,[],[]
1004,431,2021-05-07 18:30:14,"[2172, 2868]",[]
954,432,2021-05-07 18:38:33,[],[]
855,433,2021-05-08 16:24:39,[],[]
889,434,2021-05-08 17:40:34,[],[37]
973,435,2021-05-08 19:01:12,[],[]
145,436,2021-05-08 20:33:58,[],[]
876,437,2021-05-09 15:53:40,"[2933, 2999]",[]
1027,438,2021-05-09 19:43:55,[],[]
1120,439,2021-05-09 20:40:37,[],[228]
348,440,2021-05-09 21:18:53,[],[]
1015,441,2021-05-10 11:06:16,[],[]
571,442,2021-05-11 18:45:44,[],[1]
575,443,2021-05-11 20:53:01,"[5566, 3507]",[]
748,444,2021-05-11 21:15:15,[],[121]
1015,445,2021-05-12 12:14:39,[],[]
1027,446,2021-05-12 12:57:56,[],[]
394,447,2021-05-12 13:24:10,[],[]
538,448,2021-05-12 14:44:40,[],[]
973,449,2021-05-12 15:50:47,[],[]
1107,450,2021-05-12 17:00:53,[],[]
932,451,2021-05-12 19:48:35,[],[]
1066,452,2021-05-12 20:13:03,"[1827, 2216]",[]
724,453,2021-05-12 23:03:02,[1890],[]
1027,454,2021-05-14 14:15:22,[],[]
933,455,2021-05-14 15:37:58,[3866],[136]
1004,456,2021-05-14 15:44:35,"[2172, 2868]",[55]
335,457,2021-05-14 17:29:44,[3625],[]
186,458,2021-05-14 17:45:51,[],[]
335,459,2021-05-14 17:59:19,[3625],[]
134,460,2021-05-14 18:35:27,[2094],[]
1065,461,2021-05-15 11:58:05,[],[]
1259,462,2021-05-15 14:50:48,[],[]
1004,463,2021-05-15 14:58:22,[2172],[]
202,464,2021-05-15 16:56:24,[],[115]
832,465,2021-05-15 18:49:12,[2244],[]
989,466,2021-05-15 19:41:59,[2257],[]
1060,467,2021-05-15 19:47:25,"[5758, 5927]",[]
1212,468,2021-05-15 20:22:25,[],[391]
889,469,2021-05-15 21:08:16,[],[37]
699,470,2021-05-16 16:34:39,[859],[]
965,471,2021-05-16 17:43:27,[],[]
149,472,2021-05-16 20:32:16,"[2388, 3741]",[]
562,473,2021-05-16 22:32:43,[],[]
1153,474,2021-05-17 16:37:04,[977],[]
1182,475,2021-05-17 18:31:21,[],[]
708,476,2021-05-17 19:57:03,[4111],[]
188,477,2021-05-17 20:19:43,[],[480]
954,478,2021-05-17 20:29:44,[],[]
583,479,2021-05-18 14:39:29,[],[]
437,480,2021-05-18 16:05:13,[],[]
597,481,2021-05-18 16:37:26,[],[]
1268,482,2021-05-19 14:57:05,[],[]
1066,483,2021-05-19 17:17:31,[],[424]
889,484,2021-05-19 18:00:54,[],[]
434,485,2021-05-19 18:32:43,"[382, 5333]",[]
1368,486,2021-05-20 16:16:17,[],[]
137,487,2021-05-20 18:20:39,[],[]
701,488,2021-05-21 13:59:12,[929],[7]
1385,489,2021-05-21 15:13:47,[3528],[]
1153,490,2021-05-21 17:46:19,[977],[]
65,491,2021-05-21 18:15:55,[],[331]
252,492,2021-05-22 12:48:39,[],[9]
1328,493,2021-05-22 17:08:58,[],[]
583,494,2021-05-22 17:43:11,[],[]
1004,495,2021-05-23 10:25:07,"[2172, 2868]",[]
876,496,2021-05-23 14:45:05,[],[]
1082,497,2021-05-23 15:43:54,[1479],[]
666,498,2021-05-23 16:48:57,[4542],[]
423,499,2021-05-23 17:50:20,[],[]
152,500,2021-05-23 20:08:40,[],[]
1124,501,2021-05-24 14:29:24,[4024],[]
1385,502,2021-05-24 16:10:05,[3528],[]
954,503,2021-05-24 18:10:46,[],[369]
717,504,2021-05-24 22:42:27,[],[]
437,505,2021-05-25 17:07:20,[],[]
313,506,2021-05-25 19:05:58,[],[]
1004,507,2021-05-26 14:01:54,[],[]
806,508,2021-05-27 16:14:22,[1569],[]
1124,509,2021-05-27 20:07:39,"[4038, 4024]",[]
198,510,2021-05-28 15:14:53,[],[70]
498,511,2021-05-28 17:26:18,[],[]
491,512,2021-05-28 18:24:17,[],[]
1086,513,2021-05-28 18:48:10,[],[]
1377,514,2021-05-28 20:25:33,[],[]
715,515,2021-05-29 15:16:29,"[2184, 1044]",[]
1140,516,2021-05-29 15:24:53,[],[244]
708,517,2021-05-29 17:46:49,[],[]
1377,518,2021-05-29 18:21:39,[],[57]
1393,519,2021-05-29 19:27:41,[],[424]
1285,520,2021-05-29 21:35:20,[],[199]
965,521,2021-05-30 17:00:06,[],[334]
1242,522,2021-05-30 17:09:39,[],[365]
383,523,2021-05-30 18:35:44,[],[]
1412,524,2021-05-30 19:42:00,[2548],[]
1317,525,2021-05-31 13:19:30,[],[]
1004,526,2021-05-31 19:24:16,[2172],[]
1172,527,2021-06-01 14:01:53,[],[]
1180,528,2021-06-01 15:58:32,[],[]
1124,529,2021-06-01 17:03:16,"[4038, 4024]",[]
1004,530,2021-06-01 18:39:11,"[2172, 2868]",[]
116,531,2021-06-02 13:48:44,[],[]
32,532,2021-06-02 18:25:47,[],[]
832,533,2021-06-02 18:40:08,"[4370, 2244]",[419]
571,534,2021-06-02 18:51:20,[],[137]
1055,535,2021-06-02 19:14:32,[1168],[]
1021,536,2021-06-02 19:29:53,[105],[]
806,537,2021-06-03 16:34:34,[3573],[]
335,538,2021-06-03 16:57:21,[3625],[]
32,539,2021-06-03 17:01:43,[],[316]
889,540,2021-06-03 23:37:41,[],[]
708,541,2021-06-04 14:36:38,"[3684, 4111, 4011, 621, 5823]",[]
1021,542,2021-06-04 15:22:20,[],[]
1066,543,2021-06-04 15:47:50,"[2216, 1827]",[]
1514,544,2021-06-04 15:54:17,[740],[]
1018,545,2021-06-04 16:52:38,[],[]
505,546,2021-06-04 17:08:42,[],[]
1132,547,2021-06-04 18:40:55,[],[]
394,548,2021-06-04 18:58:51,[],[]
1027,549,2021-06-04 19:34:32,[],[]
32,550,2021-06-04 19:55:29,[],[]
227,551,2021-06-04 20:00:15,"[2422, 2427]",[]
115,552,2021-06-04 21:29:03,[2583],[]
116,553,2021-06-04 23:40:32,[],[]
832,554,2021-06-05 13:23:38,[4370],[]
437,555,2021-06-05 15:29:48,[],[]
1368,556,2021-06-05 15:38:21,[],[]
1509,557,2021-06-05 17:22:10,"[300, 3961, 146]",[136]
358,558,2021-06-05 18:05:04,[4935],[]
1207,559,2021-06-05 18:24:19,[],[65]
530,560,2021-06-05 19:01:09,[820],[]
1393,561,2021-06-05 19:13:35,[],[]
954,562,2021-06-05 19:24:11,[],[369]
1473,563,2021-06-05 19:46:09,[],[]
1107,564,2021-06-05 20:55:31,[],[]
1483,565,2021-06-05 21:00:22,[],[]
1363,566,2021-06-06 16:46:29,[],[]
1528,567,2021-06-06 17:08:50,"[5965, 1985]",[343]
530,568,2021-06-06 17:22:32,[],[317]
889,569,2021-06-06 18:53:41,[],[]
921,570,2021-06-06 20:41:19,[],[274]
1027,571,2021-06-06 21:36:19,[],[]
1107,572,2021-06-07 16:07:08,[],[]
889,573,2021-06-07 16:14:27,[],[]
1021,574,2021-06-07 16:33:08,[105],[56]
1348,575,2021-06-07 18:18:07,[],[]
227,576,2021-06-07 23:06:27,[],[182]
1302,577,2021-06-08 15:46:59,[],[]
1164,578,2021-06-08 17:06:03,[],[]
394,579,2021-06-08 17:19:31,[],[]
985,580,2021-06-08 17:46:56,[],[]
198,581,2021-06-08 18:03:15,[],[37]
1015,582,2021-06-09 15:35:07,[],[]
736,583,2021-06-09 16:13:40,[3821],[]
889,584,2021-06-09 16:22:49,[],[]
797,585,2021-06-09 20:07:20,"[5477, 4064]",[]
806,586,2021-06-09 20:58:33,[1569],[]
383,587,2021-06-09 21:35:15,[],[177]
774,588,2021-06-09 22:10:28,[773],[]
1072,589,2021-06-09 22:19:34,[157],[411]
