group_id,user_id,join_date
360,59,2020-09-23
365,230,2020-06-01
412,120,2020-05-06
449,59,2020-05-19
458,59,2020-07-07
498,59,2020-07-20
115,60,2020-07-27
386,60,2020-09-24
401,60,2020-09-03
231,61,2020-09-15
376,61,2020-10-08
259,363,2020-06-26
424,62,2020-07-31
103,63,2020-07-09
242,63,2020-06-03
227,64,2020-06-20
417,64,2020-09-20
331,65,2020-05-28
35,66,2020-09-15
116,68,2020-04-15
127,66,2020-09-20
211,66,2020-07-16
230,414,2020-07-05
308,66,2020-08-20
400,66,2020-08-14
410,66,2020-07-03
457,66,2020-09-03
95,67,2020-05-05
275,68,2020-04-15
285,550,2020-07-28
290,67,2020-08-24
298,67,2020-05-16
344,67,2020-08-07
365,67,2020-08-21
366,67,2020-08-14
376,67,2020-08-26
439,185,2020-05-22
455,67,2020-10-06
470,67,2020-06-26
495,67,2020-07-12
192,86,2020-04-23
199,141,2020-05-14
261,68,2020-06-27
265,68,2020-08-13
331,68,2020-10-11
425,68,2020-07-05
500,68,2020-09-21
3,149,2020-05-16
80,69,2020-09-26
232,69,2020-08-09
243,69,2020-08-08
318,69,2020-09-17
389,69,2020-08-22
85,70,2020-10-05
91,70,2020-06-07
209,70,2020-07-15
464,70,2020-08-27
48,72,2020-10-10
55,72,2020-10-10
110,72,2020-08-05
136,72,2020-07-16
214,160,2020-05-18
219,72,2020-09-30
220,72,2020-05-18
227,129,2020-05-08
276,72,2020-09-03
281,72,2020-05-28
288,72,2020-09-21
309,281,2020-06-13
382,263,2020-06-09
401,72,2020-08-09
417,72,2020-07-27
442,119,2020-05-05
498,72,2020-10-08
38,73,2020-09-08
107,73,2020-05-13
122,73,2020-07-10
182,73,2020-05-22
189,73,2020-07-05
359,160,2020-05-18
401,73,2020-07-07
480,73,2020-10-08
489,73,2020-09-18
173,74,2020-05-03
260,74,2020-09-11
273,74,2020-10-06
288,74,2020-09-13
310,74,2020-06-29
354,601,2020-08-04
369,74,2020-07-19
400,77,2020-04-20
438,74,2020-08-14
100,75,2020-06-02
193,75,2020-06-22
213,75,2020-07-22
228,75,2020-08-22
254,75,2020-05-08
297,119,2020-05-05
393,112,2020-05-04
454,75,2020-10-01
473,75,2020-08-08
496,75,2020-08-13
27,112,2020-05-04
155,155,2020-05-17
254,76,2020-06-06
286,76,2020-09-24
117,77,2020-06-11
298,141,2020-05-14
28,78,2020-09-27
47,78,2020-07-12
79,78,2020-08-31
195,78,2020-08-16
202,78,2020-06-07
349,176,2020-05-21
379,78,2020-06-26
386,78,2020-09-29
397,78,2020-08-06
401,80,2020-04-22
410,78,2020-06-06
482,78,2020-09-12
493,78,2020-07-24
35,79,2020-07-16
42,79,2020-09-16
180,79,2020-07-08
192,79,2020-08-08
211,79,2020-06-28
221,79,2020-08-26
300,389,2020-07-01
327,79,2020-09-03
391,79,2020-07-17
406,79,2020-09-08
83,80,2020-10-15
489,186,2020-05-23
14,81,2020-07-18
59,81,2020-10-07
140,81,2020-09-06
175,104,2020-05-02
333,81,2020-06-25
336,94,2020-04-26
368,81,2020-09-26
400,81,2020-08-10
436,81,2020-06-25
442,81,2020-06-24
57,82,2020-10-19
178,82,2020-09-17
310,82,2020-10-07
440,82,2020-05-20
454,82,2020-10-14
37,160,2020-05-18
84,84,2020-08-31
290,84,2020-09-08
296,176,2020-05-21
387,377,2020-06-29
431,84,2020-08-06
454,84,2020-08-04
468,84,2020-08-25
1,85,2020-08-01
272,160,2020-05-18
416,85,2020-09-06
3,87,2020-08-21
34,87,2020-09-14
152,87,2020-05-17
192,87,2020-07-20
248,87,2020-07-19
287,87,2020-09-21
335,87,2020-09-14
345,87,2020-09-07
500,87,2020-09-06
17,301,2020-06-15
21,88,2020-10-15
63,88,2020-07-01
121,88,2020-06-16
176,88,2020-08-02
210,89,2020-04-25
245,88,2020-08-30
310,88,2020-08-01
311,88,2020-08-06
328,88,2020-10-08
471,195,2020-05-24
51,89,2020-06-06
43,355,2020-06-25
53,195,2020-05-24
61,90,2020-07-26
91,90,2020-09-23
192,90,2020-07-01
213,90,2020-06-28
245,90,2020-06-15
399,90,2020-09-08
476,90,2020-10-03
64,91,2020-05-21
79,91,2020-10-19
110,321,2020-06-19
221,91,2020-09-12
275,91,2020-06-13
311,91,2020-06-25
340,91,2020-10-05
410,91,2020-06-10
440,91,2020-08-02
99,94,2020-08-26
128,94,2020-07-04
144,94,2020-04-28
175,94,2020-05-21
261,94,2020-08-10
360,94,2020-06-03
437,94,2020-08-15
486,434,2020-07-08
99,137,2020-05-10
216,95,2020-07-28
245,95,2020-07-30
315,95,2020-06-04
358,124,2020-05-07
410,95,2020-10-08
411,95,2020-07-23
476,95,2020-08-22
480,95,2020-09-26
91,172,2020-05-20
164,96,2020-07-04
241,96,2020-07-06
286,96,2020-06-20
391,96,2020-07-23
404,96,2020-05-23
440,96,2020-09-29
80,97,2020-09-29
110,97,2020-07-17
120,97,2020-05-02
177,97,2020-10-24
254,97,2020-08-10
329,326,2020-06-20
360,97,2020-09-20
389,97,2020-08-12
468,97,2020-08-18
117,98,2020-08-03
77,168,2020-05-19
79,99,2020-08-06
102,99,2020-10-11
112,99,2020-05-21
140,99,2020-09-05
208,232,2020-06-02
245,99,2020-06-26
394,99,2020-10-23
410,99,2020-06-24
448,160,2020-05-18
458,99,2020-08-21
460,99,2020-06-15
472,290,2020-06-14
480,99,2020-05-09
35,100,2020-08-11
57,100,2020-06-19
115,100,2020-08-22
132,100,2020-10-02
141,570,2020-07-31
206,100,2020-08-20
394,100,2020-10-12
424,100,2020-07-31
496,100,2020-07-28
455,101,2020-10-26
57,102,2020-08-25
107,102,2020-09-25
121,102,2020-06-02
145,234,2020-06-03
202,102,2020-08-17
216,102,2020-07-16
272,102,2020-07-01
354,102,2020-09-09
382,102,2020-09-02
395,102,2020-07-15
396,102,2020-10-27
440,102,2020-09-18
453,102,2020-09-23
486,102,2020-08-16
496,102,2020-07-02
21,103,2020-06-20
180,103,2020-10-25
228,103,2020-08-20
255,217,2020-05-29
261,103,2020-07-12
300,103,2020-07-20
331,103,2020-09-18
338,129,2020-05-08
379,103,2020-09-04
455,103,2020-05-09
476,103,2020-05-26
9,104,2020-08-10
79,104,2020-07-05
87,104,2020-10-04
91,104,2020-07-03
145,104,2020-07-05
177,204,2020-05-26
188,104,2020-10-02
214,104,2020-07-06
216,104,2020-08-10
293,104,2020-06-13
304,104,2020-07-11
388,369,2020-06-27
410,104,2020-09-16
457,104,2020-07-24
476,104,2020-10-04
495,104,2020-06-20
4,106,2020-09-14
360,106,2020-07-12
1,107,2020-07-08
13,107,2020-08-02
44,234,2020-06-03
67,107,2020-07-04
122,107,2020-08-23
137,107,2020-07-31
165,124,2020-05-07
243,107,2020-10-21
254,107,2020-05-09
306,558,2020-07-29
331,176,2020-05-21
75,108,2020-06-24
182,108,2020-05-18
334,205,2020-05-27
352,434,2020-07-08
28,155,2020-05-17
48,109,2020-10-03
49,109,2020-08-08
61,109,2020-09-13
62,109,2020-09-09
65,109,2020-10-26
129,490,2020-07-18
332,109,2020-10-29
343,109,2020-07-18
399,310,2020-06-17
406,109,2020-10-20
498,109,2020-08-06
4,110,2020-08-26
215,225,2020-05-31
248,110,2020-07-16
273,110,2020-10-21
282,110,2020-07-23
310,311,2020-06-18
429,110,2020-09-23
469,110,2020-09-01
473,110,2020-06-21
79,111,2020-09-11
171,111,2020-06-26
186,111,2020-05-31
239,111,2020-09-25
397,111,2020-09-11
266,112,2020-07-30
328,113,2020-05-18
448,113,2020-10-19
455,114,2020-10-19
57,115,2020-07-16
116,115,2020-07-24
121,213,2020-05-28
206,115,2020-09-13
216,176,2020-05-21
309,115,2020-07-21
327,196,2020-05-25
333,115,2020-06-13
440,115,2020-06-19
454,115,2020-07-19
114,141,2020-05-14
126,117,2020-08-20
130,389,2020-07-01
131,117,2020-10-18
140,195,2020-05-24
182,117,2020-08-27
186,117,2020-07-17
202,117,2020-08-04
227,117,2020-08-03
239,129,2020-05-08
364,117,2020-07-04
368,504,2020-07-20
369,117,2020-07-07
391,117,2020-08-29
425,117,2020-09-24
438,117,2020-06-18
96,118,2020-08-17
112,118,2020-05-08
145,118,2020-07-16
201,119,2020-05-05
339,118,2020-06-22
442,118,2020-05-10
63,119,2020-08-22
80,119,2020-05-26
91,119,2020-07-22
176,434,2020-07-08
228,119,2020-06-09
247,119,2020-08-04
286,119,2020-09-26
287,119,2020-10-20
339,168,2020-05-19
390,120,2020-05-06
396,402,2020-07-03
475,119,2020-10-10
486,119,2020-10-29
9,120,2020-08-29
118,120,2020-09-30
211,120,2020-05-18
279,120,2020-09-10
7,121,2020-05-20
28,121,2020-08-13
94,121,2020-08-17
213,121,2020-10-17
268,168,2020-05-19
277,195,2020-05-24
394,121,2020-09-08
448,121,2020-10-02
7,122,2020-10-16
11,122,2020-09-03
37,122,2020-10-17
83,122,2020-08-05
91,122,2020-09-12
126,122,2020-06-01
142,122,2020-06-30
182,122,2020-09-19
208,122,2020-08-16
273,122,2020-07-21
459,122,2020-08-08
63,123,2020-08-26
69,327,2020-06-21
87,123,2020-09-01
145,123,2020-10-07
200,123,2020-08-10
211,123,2020-07-02
213,185,2020-05-22
308,123,2020-06-10
310,123,2020-07-15
317,123,2020-07-21
370,123,2020-09-19
382,123,2020-07-09
390,123,2020-10-12
423,123,2020-09-16
480,123,2020-05-09
12,124,2020-05-20
32,480,2020-07-16
61,124,2020-10-07
199,124,2020-09-09
221,124,2020-07-10
279,124,2020-07-25
433,290,2020-06-14
449,124,2020-07-18
61,125,2020-09-26
343,141,2020-05-14
394,155,2020-05-17
6,420,2020-07-06
7,126,2020-07-15
66,256,2020-06-07
84,126,2020-07-15
87,126,2020-06-16
91,126,2020-10-01
119,771,2020-09-02
136,126,2020-08-13
144,126,2020-10-06
154,186,2020-05-23
180,126,2020-07-21
193,149,2020-05-16
208,126,2020-08-31
223,185,2020-05-22
281,126,2020-06-13
367,1032,2020-11-01
391,155,2020-05-17
424,126,2020-09-10
221,281,2020-06-13
329,127,2020-08-07
335,127,2020-10-28
342,217,2020-05-29
382,127,2020-10-31
400,127,2020-06-29
479,127,2020-07-15
494,139,2020-05-13
62,128,2020-07-15
158,128,2020-10-24
256,128,2020-06-05
263,128,2020-10-08
346,128,2020-08-20
400,128,2020-09-21
188,129,2020-09-28
410,129,2020-07-07
62,130,2020-05-22
328,130,2020-07-27
79,131,2020-08-02
102,131,2020-08-10
122,131,2020-09-22
137,146,2020-05-15
165,131,2020-07-07
254,131,2020-05-10
279,131,2020-09-06
289,131,2020-10-05
366,146,2020-05-15
370,205,2020-05-27
389,146,2020-05-15
437,131,2020-10-07
478,131,2020-10-31
63,196,2020-05-25
84,133,2020-10-01
87,133,2020-08-23
115,133,2020-09-03
126,133,2020-09-21
159,133,2020-09-18
239,133,2020-08-07
254,133,2020-08-31
278,133,2020-11-04
284,133,2020-08-28
411,133,2020-10-20
482,253,2020-06-06
496,247,2020-06-05
498,133,2020-05-16
13,134,2020-10-30
228,134,2020-05-09
500,402,2020-07-03
3,135,2020-06-28
12,135,2020-09-05
37,135,2020-08-07
40,213,2020-05-28
110,135,2020-09-05
152,135,2020-09-07
237,321,2020-06-19
245,135,2020-09-06
281,135,2020-09-13
286,135,2020-09-14
340,135,2020-06-20
475,135,2020-07-09
489,135,2020-06-14
62,136,2020-06-03
318,136,2020-08-29
382,136,2020-09-01
9,137,2020-07-14
11,205,2020-05-27
94,137,2020-07-06
99,137,2020-06-28
130,137,2020-09-02
136,304,2020-06-16
243,137,2020-10-25
376,137,2020-06-30
442,137,2020-06-17
469,137,2020-11-05
490,137,2020-09-30
79,138,2020-08-03
356,138,2020-09-06
382,138,2020-09-06
282,463,2020-07-13
61,140,2020-10-20
199,140,2020-10-19
313,140,2020-10-21
453,140,2020-08-03
27,142,2020-06-26
40,142,2020-10-21
75,142,2020-07-02
154,142,2020-08-05
165,142,2020-06-24
171,142,2020-09-14
248,142,2020-08-14
276,142,2020-09-17
288,439,2020-07-09
360,142,2020-06-12
389,142,2020-07-29
401,142,2020-10-09
418,142,2020-08-11
439,142,2020-10-06
460,142,2020-06-30
120,143,2020-10-06
151,143,2020-06-10
177,143,2020-09-26
310,143,2020-07-07
360,143,2020-09-01
379,143,2020-09-03
407,143,2020-07-14
478,143,2020-10-02
48,144,2020-08-11
87,144,2020-10-13
125,144,2020-10-12
180,144,2020-06-05
188,144,2020-10-12
242,144,2020-08-21
293,144,2020-08-01
359,144,2020-10-16
410,144,2020-10-29
419,144,2020-07-04
411,145,2020-09-16
176,146,2020-07-11
147,490,2020-07-18
33,186,2020-05-23
205,148,2020-07-14
213,148,2020-06-11
14,149,2020-09-27
85,149,2020-07-04
97,809,2020-09-09
142,149,2020-07-17
145,149,2020-08-01
151,149,2020-07-13
160,371,2020-06-28
189,149,2020-10-29
228,149,2020-11-10
278,149,2020-08-13
310,149,2020-09-01
354,149,2020-11-07
359,149,2020-08-20
410,149,2020-06-04
424,149,2020-07-23
437,149,2020-10-25
438,149,2020-08-01
441,149,2020-08-25
442,149,2020-10-05
469,149,2020-09-10
125,150,2020-08-15
158,186,2020-05-23
202,150,2020-09-13
209,150,2020-10-13
214,150,2020-09-28
239,150,2020-08-26
270,150,2020-09-09
296,150,2020-09-12
329,150,2020-07-26
359,150,2020-05-18
480,150,2020-08-16
12,151,2020-10-28
13,151,2020-05-25
15,151,2020-10-05
57,151,2020-06-16
60,151,2020-07-20
80,151,2020-08-13
96,151,2020-08-08
126,151,2020-06-29
286,151,2020-08-29
368,151,2020-09-07
454,153,2020-10-06
493,153,2020-09-29
80,154,2020-06-22
142,154,2020-10-19
275,154,2020-09-27
305,154,2020-07-21
76,155,2020-08-12
57,157,2020-09-05
80,157,2020-08-10
94,157,2020-08-04
99,157,2020-07-02
199,157,2020-07-26
276,157,2020-06-22
332,157,2020-05-23
360,157,2020-06-20
370,157,2020-05-28
400,157,2020-08-07
156,158,2020-06-16
411,158,2020-10-14
460,158,2020-07-10
88,809,2020-09-09
177,159,2020-09-02
476,159,2020-06-15
75,160,2020-06-03
116,160,2020-07-18
127,160,2020-08-31
144,160,2020-05-23
182,160,2020-06-27
193,160,2020-07-03
260,160,2020-10-13
344,160,2020-09-22
55,448,2020-07-11
128,161,2020-10-17
142,311,2020-06-18
231,161,2020-06-08
286,161,2020-10-10
308,161,2020-06-21
339,161,2020-07-22
360,161,2020-09-09
396,161,2020-07-29
469,688,2020-08-20
476,161,2020-06-24
488,430,2020-07-07
75,162,2020-09-21
120,162,2020-07-11
140,162,2020-09-11
167,512,2020-07-22
173,162,2020-10-03
186,162,2020-10-14
317,162,2020-11-08
336,162,2020-10-28
370,162,2020-08-04
410,162,2020-06-19
416,162,2020-08-13
470,162,2020-08-31
276,163,2020-10-31
500,163,2020-07-11
1,168,2020-05-19
64,165,2020-11-13
87,165,2020-09-03
102,165,2020-06-15
228,165,2020-10-13
266,377,2020-06-29
311,165,2020-09-24
334,165,2020-10-12
340,165,2020-07-06
376,165,2020-08-13
458,165,2020-10-27
475,165,2020-08-04
486,165,2020-09-28
51,166,2020-05-27
315,166,2020-07-26
27,167,2020-09-23
126,225,2020-05-31
199,167,2020-07-11
232,167,2020-08-23
249,167,2020-10-19
254,167,2020-06-28
376,169,2020-10-30
192,170,2020-10-02
478,230,2020-06-01
6,172,2020-07-12
10,172,2020-09-04
57,172,2020-07-23
75,172,2020-09-06
136,172,2020-10-05
173,172,2020-08-03
178,225,2020-05-31
206,172,2020-07-20
243,172,2020-11-06
267,172,2020-09-27
284,172,2020-06-16
298,172,2020-10-05
308,172,2020-09-16
311,290,2020-06-14
349,172,2020-11-10
359,172,2020-07-11
360,172,2020-06-26
371,172,2020-10-17
389,172,2020-09-18
439,172,2020-08-16
440,172,2020-10-14
449,172,2020-06-11
472,172,2020-06-16
480,172,2020-10-10
129,173,2020-11-12
84,174,2020-07-26
188,174,2020-05-25
364,174,2020-06-13
210,175,2020-09-28
359,175,2020-11-09
59,443,2020-07-10
83,176,2020-10-31
90,327,2020-06-21
7,177,2020-10-24
273,177,2020-07-30
341,177,2020-11-05
438,177,2020-07-07
479,185,2020-05-22
76,178,2020-11-05
211,178,2020-11-02
232,178,2020-09-11
310,178,2020-07-15
382,178,2020-06-12
7,179,2020-09-25
9,179,2020-09-08
31,179,2020-07-31
34,267,2020-06-10
35,179,2020-08-21
179,179,2020-09-09
186,179,2020-11-14
199,179,2020-07-13
209,179,2020-09-01
213,179,2020-08-19
351,179,2020-08-18
379,179,2020-06-07
391,179,2020-08-29
419,179,2020-08-29
458,213,2020-05-28
461,618,2020-08-06
481,179,2020-08-21
65,180,2020-09-22
74,180,2020-10-25
100,180,2020-08-29
138,402,2020-07-03
159,180,2020-11-10
160,180,2020-10-13
286,180,2020-10-07
310,180,2020-09-16
376,180,2020-09-18
387,180,2020-11-14
402,205,2020-05-27
478,180,2020-08-29
481,180,2020-10-29
494,180,2020-09-11
74,195,2020-05-24
92,181,2020-10-16
102,181,2020-10-20
175,181,2020-10-28
210,181,2020-09-04
240,181,2020-11-07
272,181,2020-06-23
286,181,2020-06-11
304,181,2020-07-25
305,181,2020-09-11
353,784,2020-09-04
382,181,2020-10-06
400,181,2020-10-16
401,181,2020-11-16
427,512,2020-07-22
442,181,2020-07-24
9,182,2020-08-14
34,182,2020-07-20
59,182,2020-10-09
162,182,2020-09-23
182,182,2020-07-23
228,182,2020-08-26
232,182,2020-11-11
377,217,2020-05-29
400,182,2020-09-05
417,182,2020-06-16
419,182,2020-07-04
448,182,2020-06-07
158,183,2020-06-17
12,184,2020-09-14
79,184,2020-06-09
121,184,2020-06-10
142,184,2020-10-06
275,184,2020-10-19
297,184,2020-08-22
404,184,2020-09-11
424,184,2020-07-04
438,184,2020-09-20
406,185,2020-06-07
57,186,2020-09-07
247,186,2020-08-09
400,186,2020-05-31
496,186,2020-09-10
1,187,2020-07-10
14,187,2020-08-02
41,481,2020-07-17
64,187,2020-08-12
66,187,2020-08-14
94,187,2020-11-02
115,187,2020-09-24
134,187,2020-07-17
272,187,2020-11-15
282,187,2020-10-31
287,187,2020-10-15
152,188,2020-09-30
329,188,2020-06-30
480,188,2020-06-09
489,188,2020-07-11
417,272,2020-06-12
91,190,2020-07-03
211,190,2020-07-11
79,191,2020-08-17
100,213,2020-05-28
110,191,2020-08-19
199,191,2020-06-28
376,191,2020-06-05
448,191,2020-06-07
473,196,2020-05-25
298,192,2020-06-13
9,193,2020-09-21
48,193,2020-07-23
110,193,2020-08-14
117,193,2020-10-04
122,193,2020-10-27
137,193,2020-07-21
144,193,2020-07-09
232,193,2020-07-16
293,193,2020-06-06
333,193,2020-09-22
336,193,2020-08-23
382,193,2020-08-13
402,193,2020-08-20
498,193,2020-10-25
145,194,2020-10-05
15,195,2020-09-21
62,195,2020-10-21
83,195,2020-09-12
201,195,2020-10-27
276,195,2020-07-13
478,195,2020-11-07
12,196,2020-09-01
37,196,2020-06-30
